qid,question_text,target
0001eebc552c65f7cec2,"As someone who didn't enjoy Harry Potter and the Order of the Phoenix movie, can I at least enjoy the book of it?",0
0001f0071f939299b1eb,"What is the writing style of the book ""How to Resist Prince Charming"" by Linda Kage?",0
00020645f451fd420349,My mother expects me to memorize all her usernames and passwords. How can I make her more responsible about them as I will be going to college in one year?,0
000209378782897bbd75,"What is that movie in which a kid is fooled into thinking that germs will kill him and so he lives in a bubble for most of his life, but then decides to travel the world in a portable germ-free bubble?",0
00021a90cbe0ce61b32a,"Why most of the computer science student buy final year project from outside rather doing it by own, is our education system really that week?",0
00021d9215546ed1218e,"What are some ways to shorten your period, and what are the risks of doing it?",0
00022b535fb044b4d890,Why do we calead leap year.?,0
000249b78b87885aae04,How many days will it take to get rid of spleen enlargement?,0
00025639893f22884858,"Which machine learning techniques can be used to extract metadata (font color, size, indentation and alignment) of a word document (.docx) file, and can it be integrated with a web application?",0
000256f123aa2d179519,Does it work with girls the way Hitch Will Smith asks not to dance too much?,0
00027243b612fd34c656,Why India Act 1935 was so special?,0
00028c229b2c0b653c9f,Are there any sports that you don't like?,0
0002911c277ef4279692,How do DNA and RNA compare and contrast?,0
00029d76717deaff60f6,Someone breaks into your house you shoot and kill them they were armed with only a knife what happens now?,0
0002a5d3323091795169,How can I write a biography about Gianni Versace?,0
0002afefccf8ba6bc77a,Are extroverted better and faster at processing and expelling information than introverts?,0
0002b9d73d24af32a648,Have you ever been recognized at a place very far from your home?,0
0002bab68e02485cb64a,Why do price comparison websites work well in financial services?,0
0002c107cf3c31895a5b,Does ragging happen at NIFT Bangalore?,0
0002c3835360dcb57597,Why their are so many bad reviews of Bahubali 2 on IMDb?,0
0002e51174cc70f6c8f7,Is swallowing Listerine dangerous?,0
0002f3b3cfe43608d043,What are the theories in critical thinking?,0
0002f70cd6c744df04fb,"What are the biggest problems, questions, doubts that you come across when trying to choose the paint color for a room?",0
0002f8ab3bf8d179a3b8,How can I get cheap flights in Edinburgh?,0
0003105b9e363b93d2cb,What is China's new chick?,0
000328ae66a708c0622d,How do I send large picture files through an email?,0
0003295da69adf36fd0c,Why doesn't eBay allow the sale of WWII purple heart medals even though they have categories specifically for WWII military medals?,0
00032cb9dab5b4033cc4,What are the characteristics that define isovolumetric relaxation?,0
00032ccff3c5f6fc0d00,How do I work in cybersecurity overseas?,0
00033991dd3302d609e2,Do web developer refer to W3C standard practice?,0
000349b6feabae3f6253,Why has the internet become a problem? Why do we rely on it for everything?,0
00034c0cdb2a9a04be3e,Can we get ITC on charges levied by banks?,0
00034d41fede3435d72c,Where is Muhammed now?,0
0003637c6061714d52a2,What are the services that can be provided by a food testing lab and what are their certified requirements?,0
00038603da34d34f87cd,Is it ok to be solo your whole life and pretend no one exists? Is there such thing as being unwanted?,0
0003888b6173d1b67eda,How do I change the owner of a current YouTube account? The original Owner was let go and I do not have access to change anything.,0
00038db9f9728f7e1775,Are the Archer characters animated based on celebrities?,0
00038ee6bf4553590414,What is the best way to propose a girl without annoying her?,0
0003a067fbf4d02393a2,What can $500 million get you in solar power?,0
0003a1d388c596990438,What are the recommended 2D game engines for a beginning Python programmer?,0
0003a32a4c69db9ba24c,Is there such a thing as teleological pantheism?,0
0003a3c38ffc828004d8,What are some best college for aircraft propulsion(M.S)?,0
0003bc3a60964971ddfd,What countries in the world have freedom of speech on par with the US?,0
0003c2d35a826c62f194,What lead to the Red Terror in Ethiopia?,0
0003cf279e2d16706bfb,What is the best pen at low cost in all sorts of things?,0
0003d2546ef7cfb68592,Do you trust a business that has a Facebook page as its website?,0
0003dd88b54929c683bd,Should we improve our piano skill by keep practicing hard pieces? Is that the most effective way?,0
0003ec83eeb432806fb4,"I wear an insulin pump, and a lot of girls don't like it. Nick Jonas wears one and dated Selena Gomez. Is there difference between me and Nick several zeros missing in my bank account?",0
0003ed83c24563455692,Will Turkey be seperated and give a land to Kurds because of foreign powers like USA in the future?,0
0003f094c836f6fb71e7,R sq. cos-1 when r=18.5 equals?,0
0004186360074b604164,Who sings the song in my head?,0
00041ab3e4fc034848cf,Can Chronicled replace supply Chain?,0
00041ba380e361cefb78,How can you solve this equationâ¦ Sin(a*t)-b*t=0?,0
0004205e9c6b9cbde64d,What are the demerits of excellence in academic pursuits?,0
000422c7d78c3664b426,"How many Indians are in Melbourne, Australia?",0
00043c2c68e74328c456,"What do physicists, mathematicians, computer scientists and philosophers think of David Deutsch's 'Constructor Theory'?",0
00043d911af1cfbdb5f3,Why are old scriptures from eastern cultures appear lost in the current culture?,0
000441059c27001eb255,"Can I know my I.Q, even if I hate numbers?",0
00045f3b9fcb27975e26,How can I really make up my mind and get rid of my bad habits like procrastination?,0
00046512985c0996339e,Was there any relationship between Napoleon and Ali Pasha of Tepelene?,0
000467723d6f04760035,Where are presynaptic neurons found?,0
000477ab08d14b6a047d,What ways will a narcissist mother punish her child for going no contact if child goes back to contact with her?,0
000485e6dd4b149fe051,Can I start freelancing after finishing Udacity's Android basic nanodegree?,0
000488ff2dbaa802b4d9,What is the reason why we really need Bitcoin?,0
0004a41beea5f02d85ef,What are some good songs for a long journey?,0
000500e5d543e112707e,What should be added to thrice the rational number -8/9 to get 4/7?,0
0005037036efa7507699,"In a four movement symphony, what is typically the form of the second movement?",0
000525a468b75805135d,What are various stock exchanges?,0
0005401e50ab76bb603d,"What do the terms Computer Architecture, Microarchitecture and Instruction set Architecture(ISA) mean?",0
000546d4647809387b91,"Are iPhone users psychologically trapped in brand naming and avoiding to complain about very reasonable missing features such as battery life performance, that iPhone lacks while other flagship in 2017-2018 are doing doing much better?",0
00056c4d8c51ad92d3d1,How long is one semester in Ontario?,0
000585cb79d4fad61fb0,What are the best ways to add flour to a homemade chili?,0
0005893de9a677ad97c2,What advice do you have for anyone who wishes to accomplish what you have?,0
00059fdb387101ce73d3,How do overcome my extreme fear of insects and bugs?,0
00059fe5d7eea7b17e77,What are some examples of durable work gloves?,0
0005a7bae94f5a721613,"2 cars move 6 miles towards each other and then move 8 miles in oppostie direction, what is the distance between them?",0
0005ac1fb4efa2e7f266,What apps do you use the most for work in a given day?,0
0005c5586f8ced327bf2,Can R only take a maximum 100 headers in a dataset? I noticed it will only print the first 100. Is there anyway to change that?,0
0005f305899be65ed771,What do companies look for when recruiting expat? Does the nationality of the candidate play a huge role?,0
0005f8861d29aacb4909,Can transcranial magnetic stimulation (TMS) be used to increase cognitive performance?,0
00060eef307e44d35aa7,"But, why did George Washington free his slaves after what had happened in the Revolutionary War? I think he should have",0
0006120a998ee39f3db4,Has the time come for India to adopt one-child policy?,0
000619c09cbb8abcea8c,Can a US embassy deny a US citizen entry into the embassy?,0
000623eb912267110a7f,What should I wear to a 1920s party?,0
00062d609f01adde882c,Why should we test an energy meter periodically?,0
000632a66ce2d0eb5359,What is the best stationery for the home office vs the regular office?,0
00063822d9496e6c1619,Where can I find genuine aviation jobs?,0
00064a6202ac8f744659,Why do nonprofit organizations treat their employees so badly?,0
00066031b0e6063b9783,What is the procedure to invest in mutual fund?,0
0006749b46d9fac9b6c7,What is osn?,0
0006762162ee6102e8ba,What is the most aesthetically pleasing shade of green?,0
000684dc9b810e3484c5,Is it wise to do M.Com (2017-2019) in Calcutta University and start preparing for CAT 2018?,0
000685d7619cd29b567d,What is the difference between a politician and a leech?,0
000688582e3a2059d832,Why does China not sponsor a regime change in North Korea?,0
00069d1cac3cfd3c2ec4,Why does the cytoplasm built up inside my lip?,0
00069ea4b91cb234dede,"If I'm creating an app using multiple programming languages, can I use the same IDE?",0
0006a32e24bc29aa5702,"What are the good and bad neighborhoods of Chuncheon, South Korea?",0
0006aa183c4d86daaee7,How was your CPSS/PABT at 4AFSB Varanasi?,0
0006c4b8dcbeccc8ed02,Has someone wrongfully jumped to conclusions about you?,0
0006cdec27ec10525322,How can I start troubleshooting a Hewlett-Packard printer?,0
0006cef484413402be42,Isn't it unfair that only men has military duty in South Korea?,0
0006d421bb5ff8baa03e,How did NSF spinoff from NSFnet helped Sun Microsystem?,0
0006deaf2d3de7d971f9,How dangerous is South Africa for a tourist?,0
0006e38b24fa70b2949a,Have you ever known someone who has drastically changed?,0
0006e88111bf4a918c3e,Why is university of Louisville not listed in QS ranking?,0
000700a6f0cba0e95868,How will mercury (debilitated) dasa for Simha lagna be?,0
00071a30c053edd69ade,What are the drivers of Globalisation?,0
00071ade809fc7a73a42,What are some people with a high emotional intelligence?,0
000726eb4bf0ebcca8f1,Why do womens (mainstream) fashions change so much compared to mens?,0
00072c4eadfe80d45a4c,What is the cause of magnetic force in magnet?,0
00073b2120522c6bb72c,How are the Nike football towels manufactured?,0
00073ca085d3f2d3d48a,"Who would win, Anizara (Powered Up) from Dragon Ball Super anime episode 121 vs Mystic Gohan (Powered Up) from Dragon Ball Super anime episode 121?",0
00073d32121fb2b83124,Which 4G phone should be best?,0
00074193b630fe1ee9bd,Is it my fault that my teen daughter has bad social anxiety?,0
00075a61a7f7f6badf94,Sunil and Raju are absent today? Is or are? Which is appropriate?,0
00078617bb9090b1e9cd,How do you start a conversation on Quora?,0
0007a04df07cfffbd57f,Which PHP framework should I choose for a website like OLX?,0
0007ac776554ab510dd3,What do you do as a forensic psychologist?,0
0007adf025f36909b7f5,What can I do to be a better student in school?,0
0007b4c274692e3c64ae,Why does Fortnite lag everytime Iâm fighting someone?,0
0007cbd9381647f3b8bf,What are 5 examples of neurotransmitters?,0
0007d02f7daf548678c2,Why are puppies so hyper?,0
0007dfa486fbf6beb840,"Is Jhargram, Birbhum a safe place to visit in winter or there is any fear of terrorist or something?",0
0007f9c2973ff3a3d7ec,How can I discover the one thing to change my life instantly?,0
000809362bf3e0d58a37,Why does my puppy lick his paws?,0
0008304e8c820a60d160,Which is best powerbank for iPhone 7 in India?,0
00083b24297e4e627776,"If an average NFL team obtained a kicker who could consistently make a field goals from 100 yards, would they win the Super Bowl?",0
00083b5c34d0b450557f,Can I kill myself now?,0
00084795e25cb5ddc2fc,How can one earn from trading in derivative market?,0
00084bd3de3fbb2bc124,What are some of the fastest cars in the world?,0
000861ec8c798f929f3c,When can we know God's timing?,0
00087b810447c83e508b,What should I learn after HTML&CSS to become a good Front-End developer?,0
0008819c735204821d7d,Why do Lingayats bury their dead rather than burn like the other Hindus?,0
000892d68b1b103744d8,Is there a therapist who can help me regarding mental health issues?,0
0008d04b7d99d9a4f3c8,What is the remaining useful life for a Honda Step WGN with a mileage of 170000?,0
0008d0a5694cd04caf60,"Do you think it's a sign of progress that Singaporeans are adopting British, American, and Australian accents?",0
0008d4b9f4f900554027,"I'm the DS PokÃ©mon Diamond game, how do you get to the top of Mt. Coronet?",0
0008d70754ce2285a568,How do I create a merchant tracking system?,0
0008d98781f4dc1e3676,What is your life like 5 years from today?,0
0008de6b1e6f9ed1f482,Why do people smoke clove cigarettes if they are very harmful?,0
0008e27768ec30823036,How is Arnab Goswami able to ignore so many defamation cases against him while Kejriwal is being dragged to court everyday on such cases?,0
0008e6b80183d5bb1a29,Which is the best Institute for Big Data Hadoop course in Chandigarh?,0
00090a521c5dcb091f09,What is the clipboard feature on a computer?,0
00091d5329e4e47d7740,What is the best place to buy maths/physics T-shirts?,0
00091e28b6fe65b3d7d0,Does the people who are rich and still claim reservation have any conscience? Why are they given reservation if are rich?,0
00092087b5cd4d0e35ec,"Are there instances of Medieval Latin text being later ""translated"" into Classical Latin (for the purpose of comparison)?",0
000934e6df8834d73416,Which location is the best for an investment in Gurgaon?,0
00093d949dae61157bfa,Both me and my husband are having myopia. I want to prevent our child from this (not yet conceive).is it possible?,0
0009418c618cbc346741,How does it feel to travel 1500mph in a fighter jet from the airforces?,0
0009431c339a3a325136,Which book is good for power electronics?,0
00094853b382cadcb87a,How is it possible to make directory on Linux with size of Megabites? How does it happen?,0
0009627232926d8046c2,"When going to an interview, is it a good idea to wear a black shirt with the suit, or wear the standard white or other light colored shirt?",0
000962a8630247e5cde9,Does every stammering have melodious voice?,0
000970d4f34cd766e987,What are the five types of personal fouls in basetball?,0
000991ab5fb52c52f21d,Which is best changer for Redmi note 4?,0
0009a8f035c85f8ff09a,At what point do you give up trying to stay friends with someone?,0
0009ab58250f91a042d1,What are the characteristics that define the frequency division multiple access (FDMA)?,0
0009dc24c9049a2bde47,How we can Use new line in vb can you explain with example?,0
0009e4cc52f8c76b9f5a,"Do you want a funeral? If so, what for?",0
000a0e7d0a0eded925c5,What makes you laugh the most and the loudest?,0
000a1b32dfa3fc274910,Do you have to hold a professional state license to be a mandated reporter?,0
000a2215c5289a703007,What is the worst emergency that has occurred on ISS?,0
000a3f6d08af9526d6f9,What is cost of guru granth sahib Punjabi?,0
000a494ee432d9ce9289,What women feel when she ruin the life of man by falsly accused him for rape/domestic violence?,0
000a58d0813f84a1819a,Who built Fort Louis in Pondicherry a particular name?,0
000a6356c57ff8cd5c97,What is the best Nootropics stack that balances performance and risk?,0
000a7ce3b24ed2a4098f,How hard is it to be accepted to CS MSc at UniversitÃ© de MontrÃ©al?,0
000a898069f8ee9c963f,"With the introduction of GST, what is the meaning left of Maximum Retail Price of products as there is one nation one tax now?",0
000a8cc0959b3e0c1937,Is 1 trillion dollars enough to create the Starship Enterprise?,0
000a8efbcf86702146e6,What are the mating habits of alligators?,0
000a9b3a426f3fc63fe8,How did Meetic become publicly quoted in 2005?,0
000abdbd0a23f13ccfef,"Which is better to use, Avro or ORC?",0
000acaaafe022357b3cc,How old would Neil Armstrong be today?,0
000ad2899aecc8fdd8bd,Why doesn't Telemundo film most of their telenovelas in the United States and not Mexico although the Telemundo headquarters are in Florida?,0
000ad33b966e378f272e,Can you return a new vehicle if you don't like it?,0
000ada01800e6154e6f7,Which is better PSU to join between oil and ONGC? I have been selected in both the companies for the same profile and same pay as is the case in PSUs. Which company should I prefer and why?,0
000adf4573a50193d08b,"What are some of the ""undervalued"" technologies now that you see will make a big impact in the future?",0
000af63eecd62d7b2175,What is the main role of carbohydrates in a human's diet?,0
000b354cd565014e2d47,"If you are from EEE branch at Manipal, can you pick up any coding or IT related subjects as minor?",0
000b4c60e741410a51f9,How does website like ohmagawd.com or 9gag.com make money?,0
000b4fcd95ddaad94763,What area some steps that I need to take in my Ph.D. in order to be able to launch a consulting firm right after it?,0
000b5c2bb7bb510f2de2,Can you leave a battery blanket plugged in over night?,0
000b5c5c4efc832a5bf6,How do you feel about relationships with people who are disabled?,0
000b5c707ff6631e2d1d,"Sourcing and procurement Folks, have you used a CRM (like Salesforce) to manage your vendors/suppliers and contracts? If not, then what *do* you use?",0
000b5eb278abb46ace82,What does it mean that my boyfriend of 3 years almost always has 2 or 3 ejaculations without losing an erection when he is with me? It's great. But is that normal?,0
000b73ce7cd1dd030a6c,Where is Srinagar Garhwal and what are the places to visit there?,0
000b90ae1a85f8c987e8,What happens when you are accused of plagiarism?,0
000baf23e1b4781b3d78,Why do people need to talk about their pain?,0
000baf4ea51fa25b7386,Where do I buy best dry fruits in Hyderabad India?,0
000bafba6eb66c389173,"I have a best friend and I want to spend some personal time with him, but he keeps inviting other people to come join us, how do I tell him I want some 'us' time without him thinking weird of it?",0
000bbe5480ee6f164225,How can I install FIFA.18-DUPLEX on PS3 through a USB?,0
000bd158afb93d3e1fdd,What are the characteristics of Performix SST fat burner?,0
000bd9bfae4340454d07,Do icy cold water help pain in hand?,0
000be9066a1ecba545fe,"When will the Gulenist movement stop being falsely accused of crimes it didn't commit, and stop being oppressed?",0
000beceeb5e8b76c2c0f,Is there a time you felt like killing yourself because you couldn't escape an eternal torment of the same thing over and over?,0
000bed38465943ba8a4e,How do you germinate hen and chicks poppies?,0
000bf5f84797cc477c16,Which college majors will increase my chances of getting a high paying job?,0
000bf7c18b05ec543a21,How to download mp3 song with artist photo?,0
000c10d3987148a9943b,How many robots work in New York City?,0
000c2b2bdb6ffb1386b7,What does run app for 30 seconds mean?,0
000c3e93ce7d3c57c62f,Woes mercury and Venuas have a moon?,0
000c40410c118c9e9f17,Can dogs actually cry out of sadness?,0
000c459bf5f51ed1c165,What are the scope of electronics and communication branch?,0
000c5b121137bd829c21,"As of April 2018, what is Barack Obama current up to? How is he spending his time and energy?",0
000c6212d04c658b8ac7,"When is leverage investment (ie., borrow to invest) a viable option?",0
000c651af5d428f4cdbc,Which is the best projector under 30000 rupees?,0
000c6a0c4bb17dd41317,What's the scariest thing that ever happened to anyone?,0
000c6f701e9a2cdd38ff,How do I make a gravitational wave transmitter antenna?,0
000c81c872aa77615063,Is RLE International (Chennai branch) worth for career development?,0
000c939ec7014b7c1d36,Is there a difference between watching videos for knowledge vs reading for knowledge? Which medium leads to the best outcome?,0
000ca6318c971b2fe333,How are we supposed to get these guys out of Spider-Man web ball?,0
000cbf7232baf8039a01,What is an example of Pakkstani-Indian collaboration?,0
000cca91dba673eaaf2d,Is there a chicken breed that is known for producing extra large yolks regardless the size of their eggs?,0
000cd1bcfa93fc5ff7a0,Is settling in Germany easy?,0
000ce2fa8275fdd2286a,Is Trump's speech at the Value Voters Summit a presidential endorsement of homophobia?,0
000d0c95bccf3b3b51fb,"What are + R,-R,+I,-I groups in organic chemistry?",0
000d317a563d0f459560,What is the diff () serotype and biotypes of bacteria?,0
000d3e56ac4ea11b91d3,What component can you use to transition from 5DCV to 230ACV?,0
000d62333158387dc542,"I'm considering to buy a bike, a 1000cc Japanese one. Which is better, CBR1000RR, R1, GSX-R 1000, or the ZX-10R?",0
000d64579fac9793f07e,Which is the most culturally diverse city the United States?,0
000d64a807bdbd25facc,"If energy can neither be created nor destroyed, then how does it even exist (because no one can create it)?",0
000d74a6b9ee0af48902,What is the procedure to get admission in IPU for LLB?,0
000d80ae794a9801c172,How do I win my divorce over my narcissistic ex?,0
000d81e34a8af824dfa5,What would happen if every iPhone ever sold exploded at the same time?,0
000d8833502245f9f83e,How do I redecorate my room without money?,0
000d90007a04604a218b,How much time would it take for China to destroy the whole India?,0
000d90f98fbfa637da92,Is 26 too late to learn programming and make a career in it?,0
000da75cfe5924113141,"Who do you like more, My chemical Romance or Elvis Presley?",0
000dae3d986c14c25669,The girl I'm talking to isn't looking for a romantic relationship. Should I ask if there's a possibility in the future?,0
000db7c1b90ffd31571a,Should I factory reset my MacBook or get a new computer?,0
000dbe8b37fbca514e70,What are some quotes from TomÃ¡s de Torquemada?,0
000dc2a94b31f4094299,Which programming language should I learn to open a software company?,0
000dd21134d66907aadd,Is laser a good option to remove these blavk lines around my nose?,0
000ddb6af0016f66ad72,What are some spicy Italian food recipes?,0
000df7b9f388107d520a,How can low productivity lead to lower incomes in a closed economy?,0
000e08379251d7ec6d84,How can you tell a jerk from a narcissist?,0
000e1599193fa7f1272d,Have you ever run an online background check on someone? What prompted you to do it?,0
000e35c1b068b79818bc,Which software do I prefer good for GST billings?,0
000e3cb28879723bdf08,What is the largest rattlesnake that can be found in Florida?,0
000e48ce4edaaecfa9c9,Do you think we all deserve happiness?,0
000e6a4eaa936ee491d6,"Among these practices, which do you consider as strenghts that any preschool should possess?",0
000e6a6cc25e7ca35108,How does the society react during your term breaks at NDA?,0
000e852896013d66612d,Do intelligent people ask questions?,0
000e8dca91f77f37ef15,Why do I feel sad watching my parents age?,0
000e95659e8ae0d02e8d,How can I use Python in biological researchers?,0
000e98a799912acba95c,Was Count Dooku a Sith Lord?,0
000e9a4cf5161289f4c6,What led to the success of British efforts to claim the territory where Aboriginal Australians lived?,0
000e9e3c682fadf1660f,Is there any typing app on Bodhi Linux?,0
000eac9224942c693553,Why aren't lives of all animals equal?,0
000ebe82a0fcefa57576,How can I legally use a web link in a court of law if that link doesn't exist anymore?,0
000ed9037bf56f0141f2,What is input subsidy?,0
000ee7cb10ea4d504fb3,How can I create the most exciting essay to read?,0
000f0d292f0a3b0653a1,"What is another word for ""hello""?",0
000f13be742404120762,Whatâs it like living in the ghetto?,0
000f18c16657fa93937e,Is there a good Christian devotional about dating?,0
000f1b0ea54e4f85d067,What are the main working of big data?,0
000f2043ea1e37c9252d,How can I prevent my septic tank from overflowing?,0
000f217fedc9e372a497,"What does the average survivor of 9/11 and families of the victims think about what really happened that day, esp. fire fighters who were there?",0
000f24553c7779f4d7ad,"When did late medieval middle easterners, near easterner, nomads, and mongols eat their meals?",0
000f2a833d52415d5193,How can the psychology of aging be explained?,0
000f2ab3c3f3d1dc9aca,Which app is best to listen to kpop music?,0
000f3e60cd27ddff29b6,Is our nationalism on social media only?,0
000f457e9308b3f9e226,Where is the best place for window tinting in Greenville SC?,0
000f6283211729f7c46d,Why does the HR guys in my company gives me cold shoulder?,0
000f6be2f3e7c85a817c,What is the process of issuing corporate bonds?,0
000f6e90250058db13f8,What are some useful tips for someone who is starting work at Raymond James?,0
000f74b74811061ef1c1,How did you lose that last layer of stubborn fat?,0
000f80f63b53d75c1bc6,Which engineering branch should be choose to apply for junior scientist in ISRO?,0
000f83fbc0c5271b10c7,What creative jobs can I take up and where?,0
000f99673b28ec3cdcc6,Would you forgive your husband if you caught him having sex with his favorite celibrity? If he later says he couldn't control himself as his lifetime fantasy was becoming true.?,0
000fa05b96360b09d918,Can downloading pirated content be considered as a violation of the second precept of Buddhism?,0
000fa15cd1704c36e8da,Why is it that arranged marriages which happened in our previous generation have greater chances of surviving the entire life duration as compared to the ones happening in our generation?,0
000fa20f6b5d34806956,"What is a good example explaining ""Occam's razor""?",0
000fa43c185b0e723c04,Why does life gives pain and sadness?,0
000faa28df1b0202ef7a,How can I tackle obsession?,0
000fb56f821f7b991a60,What are the advantages and disadvantages of Automatic Headlamp On (AHO) especially in two wheelers in India?,0
000fc2131c43a6aeca09,What things doing daily will change one's ecomonic condition and personality?,0
000fec11ee7a68e2ddd9,What is the best way to learn manga drawing?,0
000fec4330297b720414,"When writing manual test cases and scripts, how much detail is too much detail when documenting the steps?",0
000fed754b3e9759b6e7,What are some small yet important battles that occurred in WW2?,0
000ff470e9dc7d79812e,Is this the best time to buy a Kyber token at 1.11$ as of the 16th of Oct 17â²?,0
000ff5b77bdf38edd68f,Why did my taskbar stopped responding?,0
000ff84c2bdb76e321ec,What are the best way to answer a question on Quora and get more up vote?,0
000ffff5789ceee45fbf,Can I use images from other blogs just giving credit to the original author?,0
00101521340fbc63fda9,Shouldn't Republicans be given a free pass to run the government any way they see fit?,0
001022d12bfab8d753fe,Did the British parliament just abolish itself?,0
00102c6dfb293c89ef58,How can I apply for TOPIK exam in India online?,0
00103c904de1fe60b3a5,What is better than steak?,0
00103cba47bd1a42f4d5,Dis advantages of education?,0
001041f073bfb86008c7,Is there a way to start a MongoDB server from a mongodump without having to use mongorestore?,0
001045dbd72a861e5ae4,Why do people feel hesitate or humiliate while speaking Hindi?,0
00104d9fed0f1b2ca3a7,How should I prepare for ESE 2019 (civil) if I had 200-204 marks in ESE 2018 and I am in my last semester of college?,0
001050f9841f044bde8a,Ingredio milk shake was harmful to use long time?,0
00105ef0a117c7754288,What are some examples of motion- Without Force?,0
001098c545349ea8274a,What is Transient Voltage?,0
0010acc928245de6f970,What is bass heads?,0
0010af3f927996ec6fcb,"Why is the poem ""Ramayana"" one of the largest ancient epics in world literature?",0
0010dd983174c34137a7,How does the chain rule work?,0
0011057dd227880dc19e,What happens when a computer needs to be accessed for an investigation? What tools do the police use?,0
001109746171c9c307ea,Are there many famous polygamist celebrities in modern day Indonesia today?,0
001114dd925872729b57,Which are the best trusted sites for applying scholarships in class 11? I scored good marks in 10th.,0
0011338ac72e50ab8956,Which book is best in British history for graduation?,0
00113c28d51d8fedb274,What is the best free online lecture video site for neet PG and MBBS?,0
00114e32e21f1f7643bf,How good is the Bachelor of Information Technology from the University of Queensland Australia?,0
00115a863d499b21b0a9,How does the rise of China change the view of dictatorship?,0
00115e65770f677c33b5,If it possible to score a good sectional percentile in LRDI by only solving DI questions?,0
00115f7576aa11f88a62,How is the best way to speak English like a British?,0
00116d5fa82130ae3b2c,How can I do scientific research and get published at age 15?,0
00116e2438bb8746297f,Which are the best places to party in Bangalore?,0
0011763babe21a3a9591,Is it safe to invest larger amount of money in online stock market trading in India? If not what would be the alternative solutions?,0
00118ac919436a6a4f58,How much does increasing funding for education increase the quality of education?,0
001190d9b18d54008279,Why do bushfires happen?,0
0011cf7f36da9a2a742b,What are the best ways to clean your Remington Woodmaster model 742 .30-06?,0
